regione_residenza_domicilio,amministrazione_appartenenza,sesso,eta_max,eta_min,modalita_autenticazione,numero_occorrenze
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,F,54,45,CIE,8
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,F,54,45,CNS,27
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,F,54,45,SPID,52
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,F,64,55,CIE,5
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,F,64,55,CNS,72
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,F,64,55,SPID,76
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M, ,65,CNS,2
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M, ,65,SPID,33
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M,34,25,CNS,8
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M,34,25,SPID,8
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M,44,35,CIE,3
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M,44,35,CNS,9
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M,44,35,SPID,31
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M,54,45,CIE,5
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M,54,45,CNS,27
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M,54,45,SPID,48
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M,64,55,CIE,4
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M,64,55,CNS,36
LOMBARDIA,MINISTERO DELL'ECONOMIA E FINANZE,M,64,55,SPID,63
LOMBARDIA,MINISTERO DELL'INTERNO,F, ,65,CIE,6
LOMBARDIA,MINISTERO DELL'INTERNO,F, ,65,SPID,37
LOMBARDIA,MINISTERO DELL'INTERNO,F,24,18,CIE,3
LOMBARDIA,MINISTERO DELL'INTERNO,F,24,18,SPID,5
LOMBARDIA,MINISTERO DELL'INTERNO,F,24,18,SPID,39
LOMBARDIA,MINISTERO DELL'INTERNO,F,34,25,CIE,6
LOMBARDIA,MINISTERO DELL'INTERNO,F,34,25,SPID,225
LOMBARDIA,MINISTERO DELL'INTERNO,F,34,25,SPID,42
LOMBARDIA,MINISTERO DELL'INTERNO,F,44,35,CIE,5
LOMBARDIA,MINISTERO DELL'INTERNO,F,44,35,CNS,6
LOMBARDIA,MINISTERO DELL'INTERNO,F,44,35,SPID,101
LOMBARDIA,MINISTERO DELL'INTERNO,F,44,35,SPID,114
LOMBARDIA,MINISTERO DELL'INTERNO,F,54,45,CIE,7
LOMBARDIA,MINISTERO DELL'INTERNO,F,54,45,CIE,10
LOMBARDIA,MINISTERO DELL'INTERNO,F,54,45,CNS,2
LOMBARDIA,MINISTERO DELL'INTERNO,F,54,45,CNS,23
LOMBARDIA,MINISTERO DELL'INTERNO,F,54,45,SPID,176
LOMBARDIA,MINISTERO DELL'INTERNO,F,54,45,SPID,222
LOMBARDIA,MINISTERO DELL'INTERNO,F,64,55,CIE,18
LOMBARDIA,MINISTERO DELL'INTERNO,F,64,55,CIE,11
LOMBARDIA,MINISTERO DELL'INTERNO,F,64,55,CNS,52
LOMBARDIA,MINISTERO DELL'INTERNO,F,64,55,CNS,4
LOMBARDIA,MINISTERO DELL'INTERNO,F,64,55,SPID,221
LOMBARDIA,MINISTERO DELL'INTERNO,F,64,55,SPID,343
LOMBARDIA,MINISTERO DELL'INTERNO,M, ,65,CIE,5
LOMBARDIA,MINISTERO DELL'INTERNO,M, ,65,SPID,29
LOMBARDIA,MINISTERO DELL'INTERNO,M, ,65,SPID,3
LOMBARDIA,MINISTERO DELL'INTERNO,M,24,18,CIE,7
LOMBARDIA,MINISTERO DELL'INTERNO,M,24,18,CIE,2
LOMBARDIA,MINISTERO DELL'INTERNO,M,24,18,SPID,117
LOMBARDIA,MINISTERO DELL'INTERNO,M,24,18,SPID,87
LOMBARDIA,MINISTERO DELL'INTERNO,M,34,25,CIE,19
LOMBARDIA,MINISTERO DELL'INTERNO,M,34,25,CIE,21
LOMBARDIA,MINISTERO DELL'INTERNO,M,34,25,CNS,3
LOMBARDIA,MINISTERO DELL'INTERNO,M,34,25,SPID,1061
LOMBARDIA,MINISTERO DELL'INTERNO,M,34,25,SPID,357
LOMBARDIA,MINISTERO DELL'INTERNO,M,44,35,CIE,28
LOMBARDIA,MINISTERO DELL'INTERNO,M,44,35,CIE,40
LOMBARDIA,MINISTERO DELL'INTERNO,M,44,35,CNS,12
LOMBARDIA,MINISTERO DELL'INTERNO,M,44,35,SPID,1636
LOMBARDIA,MINISTERO DELL'INTERNO,M,44,35,SPID,825
LOMBARDIA,MINISTERO DELL'INTERNO,M,54,45,CIE,78
LOMBARDIA,MINISTERO DELL'INTERNO,M,54,45,CIE,28
LOMBARDIA,MINISTERO DELL'INTERNO,M,54,45,CNS,18
LOMBARDIA,MINISTERO DELL'INTERNO,M,54,45,CNS,11
LOMBARDIA,MINISTERO DELL'INTERNO,M,54,45,SPID,754
LOMBARDIA,MINISTERO DELL'INTERNO,M,54,45,SPID,1790
LOMBARDIA,MINISTERO DELL'INTERNO,M,64,55,CIE,34
LOMBARDIA,MINISTERO DELL'INTERNO,M,64,55,CIE,43
LOMBARDIA,MINISTERO DELL'INTERNO,M,64,55,CNS,38
LOMBARDIA,MINISTERO DELL'INTERNO,M,64,55,CNS,13
LOMBARDIA,MINISTERO DELL'INTERNO,M,64,55,SPID,657
LOMBARDIA,MINISTERO DELL'INTERNO,M,64,55,SPID,797
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F, ,65,CIE,109
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F, ,65,CNS,7
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F, ,65,FEDERATION,149
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F, ,65,SPID,2222
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,24,18,CIE,142
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,24,18,SPID,1586
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,34,25,CIE,326
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,34,25,CNS,2
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,34,25,FEDERATION,73
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,34,25,SPID,12267
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,44,35,CIE,392
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,44,35,CNS,4
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,44,35,FEDERATION,352
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,44,35,SPID,17499
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,54,45,CIE,793
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,54,45,CNS,20
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,54,45,FEDERATION,946
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,54,45,SPID,24217
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,64,55,CIE,1030
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,64,55,CNS,31
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,64,55,FEDERATION,1546
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,64,55,SPID,23530
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M, ,65,CIE,51
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M, ,65,CNS,5
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M, ,65,FEDERATION,25
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M, ,65,SPID,753
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,24,18,CIE,43
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,24,18,SPID,393
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,34,25,CIE,179
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,34,25,CNS,4
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,34,25,FEDERATION,24
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,34,25,SPID,3696
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,44,35,CIE,183
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,44,35,CNS,2
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,44,35,FEDERATION,116
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,44,35,SPID,4919
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,54,45,CIE,234
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,54,45,CNS,10
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,54,45,FEDERATION,210
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,54,45,SPID,5187
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,64,55,CIE,307
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,64,55,CNS,25
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,64,55,FEDERATION,257
LOMBARDIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,64,55,SPID,5051
LOMBARDIA,MINISTERO DELLA CULTURA,F, ,65,CIE,4
LOMBARDIA,MINISTERO DELLA CULTURA,F, ,65,SPID,17
LOMBARDIA,MINISTERO DELLA CULTURA,F,34,25,SPID,26
LOMBARDIA,MINISTERO DELLA CULTURA,F,44,35,CIE,2
LOMBARDIA,MINISTERO DELLA CULTURA,F,44,35,SPID,64
LOMBARDIA,MINISTERO DELLA CULTURA,F,54,45,CIE,4
LOMBARDIA,MINISTERO DELLA CULTURA,F,54,45,SPID,76
LOMBARDIA,MINISTERO DELLA CULTURA,F,64,55,CIE,7
LOMBARDIA,MINISTERO DELLA CULTURA,F,64,55,CNS,3
LOMBARDIA,MINISTERO DELLA CULTURA,F,64,55,SPID,119
LOMBARDIA,MINISTERO DELLA CULTURA,M, ,65,SPID,8
LOMBARDIA,MINISTERO DELLA CULTURA,M,34,25,SPID,10
LOMBARDIA,MINISTERO DELLA CULTURA,M,44,35,CIE,3
LOMBARDIA,MINISTERO DELLA CULTURA,M,44,35,SPID,27
LOMBARDIA,MINISTERO DELLA CULTURA,M,54,45,CIE,2
LOMBARDIA,MINISTERO DELLA CULTURA,M,54,45,CNS,3
LOMBARDIA,MINISTERO DELLA CULTURA,M,54,45,SPID,42
LOMBARDIA,MINISTERO DELLA CULTURA,M,64,55,CIE,8
LOMBARDIA,MINISTERO DELLA CULTURA,M,64,55,SPID,73
LOMBARDIA,MINISTERO DELLA DIFESA,F, ,65,SPID,6
LOMBARDIA,MINISTERO DELLA DIFESA,F,24,18,CIE,7
LOMBARDIA,MINISTERO DELLA DIFESA,F,24,18,SPID,81
LOMBARDIA,MINISTERO DELLA DIFESA,F,34,25,CIE,2
LOMBARDIA,MINISTERO DELLA DIFESA,F,34,25,SPID,6
LOMBARDIA,MINISTERO DELLA DIFESA,F,34,25,SPID,151
LOMBARDIA,MINISTERO DELLA DIFESA,F,44,35,CIE,2
LOMBARDIA,MINISTERO DELLA DIFESA,F,44,35,CNS,14
LOMBARDIA,MINISTERO DELLA DIFESA,F,44,35,SPID,193
LOMBARDIA,MINISTERO DELLA DIFESA,F,44,35,SPID,4
LOMBARDIA,MINISTERO DELLA DIFESA,F,54,45,CNS,2
LOMBARDIA,MINISTERO DELLA DIFESA,F,54,45,SPID,25
LOMBARDIA,MINISTERO DELLA DIFESA,F,54,45,SPID,14
LOMBARDIA,MINISTERO DELLA DIFESA,F,64,55,CIE,3
LOMBARDIA,MINISTERO DELLA DIFESA,F,64,55,CNS,16
LOMBARDIA,MINISTERO DELLA DIFESA,F,64,55,SPID,56
LOMBARDIA,MINISTERO DELLA DIFESA,M, ,65,CNS,2
LOMBARDIA,MINISTERO DELLA DIFESA,M, ,65,SPID,6
LOMBARDIA,MINISTERO DELLA DIFESA,M, ,65,SPID,2
LOMBARDIA,MINISTERO DELLA DIFESA,M,24,18,CIE,24
LOMBARDIA,MINISTERO DELLA DIFESA,M,24,18,SPID,327
LOMBARDIA,MINISTERO DELLA DIFESA,M,24,18,SPID,5
LOMBARDIA,MINISTERO DELLA DIFESA,M,34,25,CIE,25
LOMBARDIA,MINISTERO DELLA DIFESA,M,34,25,CNS,18
LOMBARDIA,MINISTERO DELLA DIFESA,M,34,25,SPID,12
LOMBARDIA,MINISTERO DELLA DIFESA,M,34,25,SPID,4
LOMBARDIA,MINISTERO DELLA DIFESA,M,34,25,SPID,784
LOMBARDIA,MINISTERO DELLA DIFESA,M,44,35,CIE,68
LOMBARDIA,MINISTERO DELLA DIFESA,M,44,35,CNS,93
LOMBARDIA,MINISTERO DELLA DIFESA,M,44,35,CNS,3
LOMBARDIA,MINISTERO DELLA DIFESA,M,44,35,SPID,1713
LOMBARDIA,MINISTERO DELLA DIFESA,M,44,35,SPID,43
LOMBARDIA,MINISTERO DELLA DIFESA,M,44,35,SPID,12
LOMBARDIA,MINISTERO DELLA DIFESA,M,54,45,CIE,7
LOMBARDIA,MINISTERO DELLA DIFESA,M,54,45,CIE,55
LOMBARDIA,MINISTERO DELLA DIFESA,M,54,45,CNS,222
LOMBARDIA,MINISTERO DELLA DIFESA,M,54,45,CNS,13
LOMBARDIA,MINISTERO DELLA DIFESA,M,54,45,SPID,67
LOMBARDIA,MINISTERO DELLA DIFESA,M,54,45,SPID,1489
LOMBARDIA,MINISTERO DELLA DIFESA,M,54,45,SPID,16
LOMBARDIA,MINISTERO DELLA DIFESA,M,64,55,CIE,33
LOMBARDIA,MINISTERO DELLA DIFESA,M,64,55,CNS,17
LOMBARDIA,MINISTERO DELLA DIFESA,M,64,55,CNS,125
LOMBARDIA,MINISTERO DELLA DIFESA,M,64,55,SPID,551
LOMBARDIA,MINISTERO DELLA DIFESA,M,64,55,SPID,103
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F, ,65,CIE,6
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F, ,65,CNS,9
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F, ,65,SPID,155
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,24,18,SPID,11
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,34,25,CIE,3
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,34,25,CNS,7
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,34,25,SPID,606
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,44,35,CIE,13
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,44,35,CNS,8
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,44,35,SPID,477
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,54,45,CIE,31
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,54,45,CNS,39
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,54,45,SPID,703
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,64,55,CIE,33
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,64,55,CNS,80
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,F,64,55,SPID,956
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M, ,65,CIE,8
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M, ,65,CNS,7
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M, ,65,SPID,101
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,24,18,SPID,16
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,34,25,CIE,17
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,34,25,CNS,4
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,34,25,SPID,646
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,44,35,CIE,26
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,44,35,CNS,14
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,44,35,SPID,729
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,54,45,CIE,62
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,54,45,CNS,16
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,54,45,SPID,1177
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,64,55,CIE,50
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,64,55,CNS,34
LOMBARDIA,MINISTERO DELLA GIUSTIZIA,M,64,55,SPID,869
LOMBARDIA,MINISTERO DELLA SALUTE,F,54,45,SPID,7
LOMBARDIA,MINISTERO DELLA SALUTE,F,64,55,SPID,10
LOMBARDIA,MINISTERO DELLA SALUTE,M, ,65,SPID,2
LOMBARDIA,MINISTERO DELLA SALUTE,M,34,25,SPID,3
LOMBARDIA,MINISTERO DELLA SALUTE,M,44,35,SPID,5
LOMBARDIA,MINISTERO DELLA SALUTE,M,64,55,SPID,9
LOMBARDIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F, ,65,SPID,2
LOMBARDIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,54,45,SPID,2
LOMBARDIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,64,55,SPID,7
LOMBARDIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M, ,65,SPID,2
LOMBARDIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,44,35,SPID,4
LOMBARDIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,54,45,SPID,3
LOMBARDIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,64,55,SPID,10
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F, ,65,SPID,15
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,34,25,SPID,6
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,44,35,SPID,7
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,54,45,CIE,6
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,54,45,CNS,2
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,54,45,SPID,27
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,64,55,CIE,4
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,64,55,CNS,5
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,64,55,SPID,85
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M, ,65,CIE,4
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M, ,65,SPID,30
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,34,25,SPID,9
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,44,35,CIE,2
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,44,35,SPID,23
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,54,45,CIE,3
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,54,45,SPID,29
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,64,55,CIE,7
LOMBARDIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,64,55,SPID,65
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,F, ,65,SPID,4
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,F,34,25,SPID,26
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,F,44,35,CIE,3
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,F,44,35,SPID,46
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,F,54,45,CIE,5
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,F,54,45,SPID,51
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,F,64,55,CIE,6
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,F,64,55,SPID,47
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,M, ,65,SPID,13
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,M,34,25,SPID,24
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,M,44,35,CIE,4
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,M,44,35,SPID,61
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,M,54,45,CIE,3
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,M,54,45,CNS,2
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,M,54,45,SPID,78
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,M,64,55,CIE,3
LOMBARDIA,MINISTERO UNIVERSITA' E RICERCA,M,64,55,SPID,82
LOMBARDIA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,34,25,SPID,5
LOMBARDIA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,44,35,SPID,2
LOMBARDIA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,54,45,SPID,3
LOMBARDIA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,64,55,SPID,2
LOMBARDIA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,44,35,SPID,3
LOMBARDIA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,54,45,SPID,4
LOMBARDIA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,64,55,SPID,3
MARCHE,A.O.R.N. ANTONIO CARDARELLI,M,54,45,SPID,2
MARCHE,AGENZIA DEL DEMANIO,F,44,35,SPID,6
MARCHE,AGENZIA DEL DEMANIO,F,54,45,SPID,3
MARCHE,AGENZIA DEL DEMANIO,M,44,35,SPID,3
MARCHE,AGENZIA DEL DEMANIO,M,54,45,SPID,6
MARCHE,AGENZIA DELLE DOGANE,F, ,65,SPID,10
MARCHE,AGENZIA DELLE DOGANE,F,34,25,SPID,9
MARCHE,AGENZIA DELLE DOGANE,F,44,35,SPID,12
MARCHE,AGENZIA DELLE DOGANE,F,54,45,SPID,15
MARCHE,AGENZIA DELLE DOGANE,F,64,55,SPID,50
MARCHE,AGENZIA DELLE DOGANE,M, ,65,CIE,3
MARCHE,AGENZIA DELLE DOGANE,M, ,65,SPID,8
MARCHE,AGENZIA DELLE DOGANE,M,34,25,SPID,14
MARCHE,AGENZIA DELLE DOGANE,M,44,35,SPID,14
MARCHE,AGENZIA DELLE DOGANE,M,54,45,SPID,20
MARCHE,AGENZIA DELLE DOGANE,M,64,55,CIE,4
MARCHE,AGENZIA DELLE DOGANE,M,64,55,SPID,41
MARCHE,AGENZIA DELLE ENTRATE,F, ,65,SPID,4
MARCHE,AGENZIA DELLE ENTRATE,F,34,25,SPID,45
MARCHE,AGENZIA DELLE ENTRATE,F,44,35,CIE,2
MARCHE,AGENZIA DELLE ENTRATE,F,44,35,SPID,93
MARCHE,AGENZIA DELLE ENTRATE,F,54,45,CIE,4
MARCHE,AGENZIA DELLE ENTRATE,F,54,45,CNS,3
MARCHE,AGENZIA DELLE ENTRATE,F,54,45,SPID,114
MARCHE,AGENZIA DELLE ENTRATE,F,64,55,CIE,10
MARCHE,AGENZIA DELLE ENTRATE,F,64,55,CNS,8
MARCHE,AGENZIA DELLE ENTRATE,F,64,55,SPID,96
MARCHE,AGENZIA DELLE ENTRATE,M, ,65,SPID,18
MARCHE,AGENZIA DELLE ENTRATE,M,34,25,SPID,46
MARCHE,AGENZIA DELLE ENTRATE,M,44,35,CIE,2
MARCHE,AGENZIA DELLE ENTRATE,M,44,35,SPID,55
MARCHE,AGENZIA DELLE ENTRATE,M,54,45,CIE,5
MARCHE,AGENZIA DELLE ENTRATE,M,54,45,CNS,2
MARCHE,AGENZIA DELLE ENTRATE,M,54,45,SPID,126
MARCHE,AGENZIA DELLE ENTRATE,M,64,55,CIE,11
MARCHE,AGENZIA DELLE ENTRATE,M,64,55,CNS,8
MARCHE,AGENZIA DELLE ENTRATE,M,64,55,SPID,101
MARCHE,ARCHIVI NOTARILI,F,54,45,SPID,3
MARCHE,AVVOCATURA GENERALE DELLO STATO,F,44,35,CNS,3
MARCHE,AVVOCATURA GENERALE DELLO STATO,F,44,35,SPID,2
MARCHE,AVVOCATURA GENERALE DELLO STATO,M,34,25,CNS,2
MARCHE,AVVOCATURA GENERALE DELLO STATO,M,34,25,SPID,2
MARCHE,AVVOCATURA GENERALE DELLO STATO,M,44,35,CNS,3
MARCHE,AVVOCATURA GENERALE DELLO STATO,M,44,35,SPID,2
MARCHE,AVVOCATURA GENERALE DELLO STATO,M,64,55,CNS,3
MARCHE,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M,64,55,SPID,2
MARCHE,AZIENDA REGIONALE EMERGENZA SANITARIA,F,34,25,SPID,2
MARCHE,AZIENDA REGIONALE EMERGENZA SANITARIA,M,44,35,SPID,2
MARCHE,AZIENDA SANITARIA LOCALE ROMA 2,F,44,35,SPID,3
MARCHE,COMUNE DI MONDAINO,F,44,35,SPID,2
MARCHE,CONSIGLIO DI STATO E T.A.R.,F,44,35,SPID,3
MARCHE,CONSIGLIO DI STATO E T.A.R.,F,64,55,SPID,3
MARCHE,CONSIGLIO DI STATO E T.A.R.,M,34,25,SPID,3
MARCHE,CONSIGLIO DI STATO E T.A.R.,M,54,45,SPID,2
MARCHE,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,44,35,SPID,2
MARCHE,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,64,55,SPID,5
MARCHE,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,34,25,SPID,2
MARCHE,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,64,55,SPID,4
MARCHE,CORTE DEI CONTI,F, ,65,SPID,4
MARCHE,CORTE DEI CONTI,F,44,35,SPID,2
MARCHE,CORTE DEI CONTI,F,54,45,SPID,5
MARCHE,CORTE DEI CONTI,F,64,55,SPID,12
MARCHE,CORTE DEI CONTI,M,34,25,SPID,2
MARCHE,CORTE DEI CONTI,M,44,35,SPID,4
MARCHE,CORTE DEI CONTI,M,54,45,SPID,4
MARCHE,CORTE DEI CONTI,M,64,55,SPID,6
MARCHE,GUARDIA DI FINANZA,F,24,18,CIE,2
MARCHE,GUARDIA DI FINANZA,F,24,18,SPID,9
MARCHE,GUARDIA DI FINANZA,F,34,25,SPID,36
MARCHE,GUARDIA DI FINANZA,F,44,35,CIE,2
MARCHE,GUARDIA DI FINANZA,F,44,35,SPID,18
